"","NVDA","MSFT","PG","CAT","WMT","AMZN","EURUSD","GBPUSD","GBPCNY","USDZAR","GBPZAR","EURZAR"
"2010-07-23",0.237486660480499,19.5348892211914,40.0820541381836,47.5707244873047,12.544994354248,5.94350004196167,1.285,1.5283,10.4426,7.4386,11.4383,9.6334
"2010-07-26",0.241842180490494,19.7543697357178,40.4769973754883,48.0374488830566,12.4138889312744,5.92000007629395,1.2897,1.5439,10.4888,7.3998,11.4335,9.5476
"2010-07-27",0.239779070019722,19.7997894287109,40.8395538330078,47.4814834594727,12.3726119995117,5.85650014877319,1.2931,1.5485,10.5427,7.3483,11.3649,9.551
"2010-07-28",0.232214376330376,19.6408462524414,40.5935401916504,47.852108001709,12.4138889312744,5.85650014877319,1.3033,1.5521,10.5866,7.3566,11.4859,9.5721
"2010-07-29",0.209290951490402,19.7013988494873,39.9266929626465,47.6325035095215,12.3968877792358,5.84299993515015,1.2992,1.5585,10.5773,7.2965,11.4092,9.5391
"2010-07-30",0.210666313767433,19.5348892211914,39.5965042114258,47.8727073669434,12.4284524917603,5.89449977874756,1.3069,1.5645,10.608,7.3477,11.4779,9.5788
"2010-08-02",0.210437059402466,19.9284534454346,40.1791801452637,48.7649612426758,12.4818696975708,6.00349998474121,1.3073,1.5808,10.7686,7.2564,11.4662,9.4852
"2010-08-03",0.204935491085052,19.7997894287109,38.8066329956055,48.2982368469238,12.4527339935303,6.12099981307983,1.3221,1.5956,10.8053,7.3183,11.6669,9.6778
"2010-08-04",0.213646396994591,19.4743309020996,38.5541572570801,48.8130111694336,12.5279970169067,6.37900018692017,1.3206,1.5933,10.7519,7.3118,11.6334,9.6457
"2010-08-05",0.21639721095562,19.2018623352051,38.7548522949219,49.3895225524902,12.5328569412231,6.3914999961853,1.3184,1.5914,10.7204,7.2815,11.5354,9.5778
"2010-08-06",0.21891875565052,19.338098526001,38.8584480285645,49.1149978637695,12.5741338729858,6.41599988937378,1.3176,1.5869,10.8119,7.2461,11.5065,9.5555
"2010-08-10",0.211812481284142,18.9748001098633,39.350471496582,49.018913269043,12.6785306930542,6.5,1.3133,1.5746,10.6578,7.2278,11.43,9.5248
"2010-08-11",0.203560054302216,18.8158531188965,39.0202789306641,47.1589241027832,12.4594717025757,6.29449987411499,1.3016,1.5693,10.6102,7.259,11.449,9.4781
"2010-08-12",0.205393955111504,18.5358142852783,38.8390007019043,46.3284339904785,12.315393447876,6.32800006866455,1.279,1.5598,10.5713,7.3082,11.4581,9.429
"2010-08-13",0.215250998735428,18.4676990509033,38.7289581298828,46.6784706115723,12.3080644607544,6.23449993133545,1.2799,1.5591,10.5918,7.2573,11.3453,9.3125
"2010-08-16",0.20974937081337,18.5433807373047,38.6965789794922,47.0079078674316,12.3105068206787,6.30350017547607,1.282,1.5585,10.6643,7.3164,11.3846,9.3554
"2010-08-17",0.21250019967556,18.8020896911621,39.0332374572754,47.8658409118652,12.4594717025757,6.44299983978271,1.286,1.563,10.5819,7.2391,11.3154,9.3323
"2010-08-18",0.213646396994591,18.8857860565186,39.3310508728027,47.8727073669434,12.4204006195068,6.48250007629395,1.288,1.5639,10.5887,7.2818,11.3531,9.3673
"2010-08-19",0.226483449339867,18.5966396331787,38.9684906005859,47.5569915771484,12.2250347137451,6.37849998474121,1.2836,1.5628,10.6137,7.2826,11.3449,9.3189
"2010-08-20",0.2285465747118,18.4368553161621,38.8325271606445,47.2618522644043,12.264105796814,6.38800001144409,1.2711,1.5482,10.5299,7.3024,11.3475,9.355
"2010-08-23",0.225108116865158,18.4749011993408,38.8648910522461,45.8754425048828,12.4887781143188,6.32999992370605,1.2704,1.5557,10.5433,7.283,11.3568,9.2615
"2010-08-24",0.22281576693058,18.2922763824463,38.6253623962402,44.6400108337402,12.5278549194336,6.22650003433228,1.2611,1.5405,10.5028,7.4004,11.3948,9.3445
"2010-08-25",0.22740039229393,18.3379364013672,38.6318435668945,44.4066619873047,12.5889053344727,6.34250020980835,1.2613,1.5422,10.4882,7.3496,11.3419,9.3388
"2010-08-26",0.224649593234062,18.1248798370361,38.5476608276367,43.8918991088867,12.4472618103027,6.24300003051758,1.2693,1.5536,10.5949,7.3213,11.37,9.2966
"2010-08-27",0.231985077261925,18.2085800170898,38.7159957885742,45.2302703857422,12.4545888900757,6.33199977874756,1.2713,1.5518,10.5194,7.3228,11.3701,9.3153
"2010-08-31",0.213875651359558,17.8585605621338,38.6318435668945,44.7223739624023,12.244571685791,6.24149990081787,1.268,1.5404,10.4602,7.3763,11.382,9.3543
"2010-09-01",0.215480238199234,18.1857433319092,38.7159957885742,46.7814407348633,12.5034341812134,6.62449979782104,1.28,1.5394,10.5286,7.3826,11.3463,9.401
"2010-09-02",0.219377174973488,18.2161884307861,38.8908157348633,47.0422286987305,12.6401901245117,6.76049995422363,1.2818,1.5399,10.4841,7.2784,11.2095,9.3291
"2010-09-03",0.226941958069801,18.4824981689453,39.0332374572754,48.0992050170898,12.7085647583008,6.9394998550415,1.2834,1.54,10.5014,7.2191,11.1257,9.2545
"2010-09-07",0.229005008935928,18.231409072876,38.9361305236816,47.8383827209473,12.6646089553833,6.86100006103516,1.2744,1.5367,10.393,7.2662,11.1595,9.2721
"2010-09-08",0.236569821834564,18.2085800170898,39.0850410461426,48.5521926879883,12.6572818756104,6.95699977874756,1.2697,1.5449,10.5205,7.2819,11.2388,9.2279
"2010-09-09",0.2333604991436,18.2694511413574,39.0332374572754,48.4835433959961,12.6768198013306,7.01900005340576,1.2715,1.5413,10.4945,7.2306,11.1373,9.1782
"2010-09-10",0.230838924646378,18.1477069854736,39.1044578552246,48.9091110229492,12.6914720535278,7.12200021743774,1.2725,1.5456,10.4128,7.1912,11.1076,9.1624
"2010-09-13",0.243905261158943,19.1064548492432,39.1562461853027,49.5817070007324,12.7500829696655,7.25349998474121,1.2801,1.5397,10.4326,7.1448,11.047,9.1497
"2010-09-14",0.241612926125526,19.0455760955811,39.2598342895508,49.3003196716309,12.8599758148193,7.28749990463257,1.285,1.5404,10.451,7.1474,11.0259,9.2158
"2010-09-15",0.242071405053139,19.1140632629395,39.5641326904297,49.5062065124512,12.9088182449341,7.27250003814697,1.2989,1.551,10.5362,7.0994,11.0072,9.2114
"2010-09-16",0.242300629615784,19.2738552093506,39.5641326904297,49.4169960021973,12.9796342849731,7.4064998626709,1.3078,1.5614,10.5166,7.1011,11.0486,9.2428
"2010-09-17",0.241842180490494,19.1901550292969,39.4734802246094,50.2268905639648,12.9454460144043,7.41599988937378,1.306,1.566,10.5134,7.1276,11.1931,9.3656
"2010-09-20",0.245509818196297,19.3499488830566,39.771312713623,51.3044509887695,13.074875831604,7.56500005722046,1.3074,1.5609,10.4576,7.1179,11.1211,9.3241
"2010-09-21",0.258805513381958,19.136890411377,39.8295783996582,52.4300727844238,13.0822038650513,7.53649997711182,1.312,1.5518,10.423,7.1076,11.0455,9.3223
"2010-09-22",0.26109778881073,18.7260055541992,40.0043754577637,52.2859268188477,13.1432590484619,7.59149980545044,1.3364,1.5659,10.5004,7.0368,11.0375,9.3413
"2010-09-23",0.266370207071304,18.5890350341797,39.6353378295898,52.3408203125,13.1017408370972,7.64249992370605,1.3323,1.5687,10.5366,7.0584,11.0474,9.4247
"2010-09-27",0.275081217288971,18.8173065185547,39.5188064575195,54.5920600891113,13.0602283477783,7.9685001373291,1.3477,1.5845,10.594,7.0101,11.0836,9.4387
"2010-09-28",0.274393498897552,18.7792701721191,39.2468948364258,54.681266784668,13.1432590484619,7.9850001335144,1.346,1.5858,10.5728,7.0276,11.1043,9.43
"2010-09-29",0.27233037352562,18.6422996520996,39.0073394775391,54.9009094238281,13.0284757614136,7.94950008392334,1.3611,1.5796,10.566,6.9705,11.0194,9.4771
"2010-09-30",0.267745614051819,18.6346855163574,38.8260612487793,54.0017967224121,13.0699977874756,7.85300016403198,1.3648,1.5914,10.5409,6.9621,11.0552,9.4817
"2010-10-01",0.260180920362473,18.5509910583496,38.9490852355957,53.6860656738281,13.0309209823608,7.6855001449585,1.3726,1.5823,10.5768,6.9529,10.9856,9.5359
"2010-10-04",0.25765922665596,18.193359375,38.8195838928223,53.0340347290039,13.0822038650513,7.76949977874756,1.3705,1.5826,10.5968,6.9581,10.9785,9.5379
"2010-10-05",0.259493142366409,18.5281639099121,39.3763694763184,54.4959602355957,13.1872158050537,8.04349994659424,1.378,1.587,10.6514,6.993,11.1178,9.6364
"2010-10-06",0.247114554047585,18.5890350341797,39.4087562561035,54.2763137817383,13.3239707946777,7.76999998092651,1.3856,1.5888,10.63,6.8853,10.946,9.5427
"2010-10-07",0.245280772447586,18.6651229858398,39.3634262084961,54.0429725646973,13.2751331329346,7.81349992752075,1.397,1.5934,10.665,6.8497,10.9119,9.578
"2010-10-08",0.248948350548744,18.6955642700195,40.0496940612793,55.1617279052734,13.2873411178589,7.77750015258789,1.3874,1.5874,10.6276,6.9308,10.9739,9.6393
"2010-10-12",0.252616226673126,18.8933982849121,40.1533012390137,54.454761505127,13.1676759719849,7.82399988174438,1.3833,1.5847,10.5323,6.9039,10.9368,9.5339
"2010-10-13",0.259951651096344,19.2814693450928,40.5482139587402,55.1068115234375,13.1432590484619,7.75850009918213,1.3958,1.5849,10.5533,6.8356,10.8487,9.5595
"2010-10-14",0.255825489759445,19.1977634429932,40.6582641601562,54.8460273742676,13.0040616989136,7.77650022506714,1.4101,1.601,10.6508,6.778,10.8793,9.5467
"2010-10-15",0.258805513381958,19.4336471557617,40.6323661804199,54.7361869812012,13.0284757614136,8.23200035095215,1.4089,1.6046,10.6308,6.8076,10.9297,9.6049
"2010-10-18",0.260410130023956,19.6466979980469,41.0143585205078,55.0724906921387,13.1286010742188,8.17800045013428,1.3896,1.5895,10.564,6.8919,10.9324,9.5536
"2010-10-19",0.258805513381958,19.0988426208496,40.9042892456055,53.9125709533691,13.0211505889893,7.93349981307983,1.3859,1.5794,10.4496,6.9086,10.9446,9.616
"2010-10-20",0.258805513381958,19.2586345672607,41.3427124023438,55.1273918151855,13.0577850341797,7.93349981307983,1.3861,1.5716,10.5463,6.9508,10.9395,9.6039
"2010-10-21",0.254220873117447,19.3423366546631,41.4340324401855,54.444164276123,13.1945419311523,8.24849987030029,1.4016,1.5776,10.4854,6.9225,10.9427,9.7177
"2010-10-22",0.270496428012848,19.3118953704834,41.3622894287109,54.0577087402344,13.201868057251,8.45650005340576,1.3934,1.5699,10.4336,6.9614,10.9169,9.6607
"2010-10-25",0.273018032312393,19.1673259735107,41.4535980224609,54.5545845031738,13.1750059127808,8.44999980926514,1.4031,1.5743,10.4684,6.8877,10.8423,9.6738
"2010-10-26",0.272101104259491,19.707576751709,41.0099792480469,54.2785263061523,13.3239707946777,8.4975004196167,1.3912,1.5878,10.5714,6.9037,10.9231,9.6383
"2010-10-27",0.275997966527939,19.8217124938965,41.153507232666,53.9817924499512,13.1554651260376,8.3754997253418,1.3803,1.5849,10.5417,7.0089,11.0822,9.6807
"2010-10-28",0.276227384805679,19.9967269897461,41.225269317627,53.6505012512207,13.2067489624023,8.34200000762939,1.3857,1.5879,10.6579,7.0575,11.1367,9.7474
"2010-10-29",0.275539726018906,20.2934741973877,41.4731788635254,54.2440338134766,13.2287282943726,8.26150035858154,1.3857,1.5922,10.6651,7.0269,11.1619,9.7246
"2010-11-01",0.275997966527939,20.5065288543701,41.5057983398438,54.7064247131348,13.2629194259644,8.12899971008301,1.3926,1.6066,10.7355,6.9661,11.1722,9.7239
"2010-11-02",0.28172892332077,20.8413314819336,41.7667617797852,55.0376815795898,13.3801374435425,8.23050022125244,1.4018,1.5981,10.6893,6.9576,11.1808,9.711
"2010-11-03",0.283792108297348,20.5673961639404,41.9559516906738,55.1274070739746,13.4094429016113,8.42350006103516,1.4014,1.6147,10.734,6.8809,11.0432,9.6629
"2010-11-04",0.284250497817993,20.6510982513428,42.4061241149902,57.4048233032227,13.5193300247192,8.44649982452393,1.4244,1.6177,10.8453,6.8325,11.0533,9.6977
"2010-11-05",0.2890644967556,20.4304370880127,42.4061241149902,57.6532669067383,13.4802665710449,8.53849983215332,1.4084,1.6244,10.7884,6.8028,11.0307,9.6739
"2010-11-08",0.290210634469986,20.4000053405762,42.2430152893066,57.3634223937988,13.4094429016113,8.59949970245361,1.3917,1.6126,10.7786,6.8285,11.0305,9.5282
"2010-11-09",0.288605868816376,20.5065288543701,42.2821617126465,56.5283584594727,13.4436311721802,8.51350021362305,1.3945,1.6175,10.7056,6.8711,11.059,9.5065
"2010-11-10",0.292044520378113,20.4989223480225,42.1255836486816,56.9079170227051,13.3117561340332,8.66650009155273,1.377,1.608,10.6322,6.8635,10.9819,9.4788
"2010-11-11",0.2890644967556,20.301082611084,41.9886016845703,56.8941459655762,13.2702436447144,8.51850032806396,1.37,1.6129,10.7017,6.8709,11.0903,9.454
"2010-11-12",0.303964614868164,19.9891109466553,41.9690208435059,55.9279594421387,13.2189588546753,8.28400039672852,1.3711,1.6055,10.7204,7.0107,11.2532,9.5454
"2010-11-15",0.300296872854233,19.9358444213867,41.9429092407227,56.4662322998047,13.1750059127808,7.94500017166138,1.3626,1.6056,10.672,7.0062,11.2534,9.5582
"2010-11-16",0.291356921195984,19.7597599029541,41.394905090332,55.465576171875,13.2507095336914,7.88899993896484,1.3612,1.5987,10.5614,6.9822,11.1939,9.5042
"2010-11-17",0.296170651912689,19.5760192871094,41.2774696350098,56.0176582336426,13.1310453414917,7.91750001907349,1.3481,1.5881,10.5726,7.0677,11.2317,9.5379
"2010-11-18",0.305340141057968,19.7827243804932,41.7667617797852,57.3565139770508,13.182333946228,8.20849990844727,1.3647,1.5992,10.6068,6.9978,11.1265,9.5082
"2010-11-19",0.315197139978409,19.6678943634033,41.7863388061523,57.9500198364258,13.2824583053589,8.24100017547607,1.3674,1.6058,10.5918,6.9527,11.1699,9.5144
"2010-11-22",0.315426379442215,19.6985130310059,41.4666633605957,57.9707374572754,13.2800102233887,8.51949977874756,1.3647,1.6005,10.589,6.976,11.1948,9.5854
"2010-11-23",0.308090895414352,19.2315082550049,40.8468742370605,57.0252227783203,13.1066303253174,8.40999984741211,1.3496,1.5933,10.5462,7.0563,11.2488,9.5768
"2010-11-24",0.315655708312988,19.4228992462158,40.8403472900391,58.4469337463379,13.1896543502808,8.86250019073486,1.3339,1.5767,10.4989,7.0973,11.2073,9.4944
"2010-11-30",0.31198787689209,19.3386878967285,39.8421897888184,58.3847999572754,13.2091951370239,8.77000045776367,1.3146,1.559,10.3825,7.1267,11.0909,9.3427
"2010-12-01",0.325741857290268,19.9358444213867,40.5467720031738,60.3516807556152,13.3581638336182,8.82750034332275,1.3115,1.5602,10.375,7.0517,10.9946,9.2215
"2010-12-02",0.329638868570328,20.5865936279297,40.6837959289551,61.1591033935547,13.3703689575195,8.82649993896484,1.3155,1.5587,10.3602,6.9788,10.8839,9.1674
"2010-12-03",0.339037507772446,20.6861228942871,40.6642227172852,61.6836166381836,13.3386201858521,8.78400039672852,1.3246,1.5627,10.4739,6.9293,10.8236,9.1589
"2010-12-06",0.33261901140213,20.5483169555664,40.4880523681641,61.5593757629395,13.3068733215332,8.90250015258789,1.328,1.5666,10.4292,6.8875,10.8292,9.1759
"2010-12-07",0.343392938375473,20.5712814331055,40.5467720031738,62.35302734375,13.4533996582031,8.83850002288818,1.3363,1.5787,10.5112,6.8865,10.8655,9.2021
"2010-12-08",0.346373051404953,20.846887588501,40.8599281311035,61.8492393493652,13.3804655075073,8.8144998550415,1.32,1.5781,10.5082,6.962,10.9425,9.203
"2010-12-09",0.340642213821411,20.7320613861084,41.0165061950684,61.8837509155273,13.3436365127563,8.74250030517578,1.3214,1.5738,10.4631,6.9026,10.9164,9.1718
"2010-12-10",0.342705339193344,20.9311046600342,41.2317924499512,62.0701026916504,13.3289060592651,8.7810001373291,1.3244,1.5843,10.5116,6.8981,10.9021,9.1338
"2010-12-13",0.333994328975677,20.8622055053711,41.225269317627,63.2363929748535,13.3117151260376,8.71249961853027,1.3267,1.5759,10.5692,6.852,10.8072,9.049
"2010-12-14",0.334452778100967,21.1454734802246,41.4601440429688,63.553840637207,13.3706493377686,8.69699954986572,1.3435,1.5855,10.5076,6.8175,10.8316,9.1736
"2010-12-15",0.327117294073105,21.3215579986572,41.5188522338867,64.2646865844727,13.3166275024414,8.77849960327148,1.336,1.5668,10.395,6.8424,10.7713,9.123
"2010-12-17",0.329409658908844,21.3598308563232,42.2821617126465,63.8989372253418,13.3608255386353,8.87899971008301,1.326,1.557,10.2938,6.8211,10.6597,9.0714
"2010-12-20",0.328034251928329,21.2909336090088,42.386547088623,64.388916015625,13.2036638259888,9.16450023651123,1.3147,1.5559,10.3435,6.8614,10.6651,9.0269
"2010-12-21",0.340871423482895,21.4899826049805,42.3213043212891,65.3067932128906,13.1741952896118,9.23750019073486,1.3155,1.5472,10.3046,6.8167,10.5997,8.9589
"2010-12-22",0.344539135694504,21.5818538665771,42.3734931945801,65.265380859375,13.0907096862793,9.23799991607666,1.3112,1.5455,10.2326,6.8016,10.5299,8.9396
"2010-12-23",0.342017620801926,21.6660690307617,42.5626831054688,65.1825790405273,13.1619215011597,9.12950038909912,1.3064,1.5383,10.2353,6.768,10.4111,8.8714
"2010-12-29",0.342476010322571,21.4134273529053,42.0146713256836,64.7201843261719,13.2797908782959,9.16849994659424,1.3136,1.5396,10.2113,6.6908,10.2881,8.789
"2010-12-30",0.343622237443924,21.3215579986572,41.9363975524902,64.7822799682617,13.2773389816284,9.13749980926514,1.328,1.5435,10.1581,6.6224,10.2691,8.7648
"2011-01-04",0.361502528190613,21.505298614502,42.3734931945801,64.671875,13.4492273330688,9.2504997253418,1.3421,1.5608,10.3028,6.6558,10.3421,8.8908
"2011-01-05",0.389239877462387,21.4363918304443,42.2756500244141,65.2308502197266,13.3608255386353,9.37100028991699,1.3213,1.5594,10.183,6.7222,10.4987,8.919
"2011-01-06",0.443109840154648,22.064172744751,42.2038726806641,64.5545501708984,13.2503204345703,9.29300022125244,1.3091,1.5484,10.2564,6.7305,10.4619,8.8405
"2011-01-07",0.455488502979279,21.8957481384277,42.0799255371094,64.685676574707,13.2797908782959,9.27449989318848,1.2961,1.5444,10.3185,6.811,10.5196,8.842
"2011-01-10",0.472910225391388,21.6048183441162,41.9886016845703,64.4510498046875,13.1938457489014,9.23400020599365,1.2903,1.5518,10.3333,6.838,10.6188,8.8265
"2011-01-11",0.465574771165848,21.5206069946289,41.7798080444336,64.8374786376953,13.3313579559326,9.21700000762939,1.2948,1.5574,10.3037,6.8332,10.6267,8.8429
"2011-01-12",0.535262107849121,21.8574657440186,42.386547088623,64.52001953125,13.4688720703125,9.20400047302246,1.2973,1.5603,10.3651,6.833,10.6984,8.8945
"2011-01-13",0.536178886890411,21.5818538665771,42.7192878723145,64.968635559082,13.4541330337524,9.27649974822998,1.3199,1.5769,10.4706,6.8331,10.7539,8.9664
"2011-01-14",0.540763914585114,21.6660690307617,42.7518920898438,64.87890625,13.4590454101562,9.4375,1.3349,1.5848,10.4648,6.8268,10.8117,9.1712
"2011-01-18",0.52815580368042,21.9416847229004,42.7323226928711,66.7233047485352,13.5400791168213,9.5625,1.3371,1.5993,10.5233,6.8519,10.9425,9.1627
"2011-01-19",0.513714194297791,21.7962112426758,42.9505157470703,66.2448348999023,13.5130672454834,9.3435001373291,1.3506,1.5993,10.522,6.8785,11.0115,9.2502
"2011-01-20",0.514172315597534,21.704345703125,43.2462844848633,64.906623840332,13.7488050460815,9.09799957275391,1.3472,1.599,10.4323,7.0159,11.202,9.4382
"2011-01-21",0.509358584880829,21.4517040252686,43.3185806274414,64.3103485107422,13.6849603652954,8.87100028991699,1.3521,1.5929,10.5264,7.0621,11.2538,9.5568
"2011-01-24",0.566896557807922,21.7273139953613,43.7589263916016,65.5722808837891,13.7635374069214,8.84249973297119,1.3571,1.5942,10.5314,7.0743,11.2846,9.5991
"2011-01-25",0.549474656581879,21.7809047698975,43.8377876281738,65.4474563598633,14.0606679916382,8.83500003814697,1.3596,1.5789,10.416,7.0197,11.1806,9.5906
"2011-01-26",0.562541127204895,22.0335483551025,43.450023651123,66.3904418945312,14.0753927230835,8.76949977874756,1.3681,1.5859,10.4539,7.0863,11.1995,9.711
"2011-01-27",0.560936391353607,22.1024551391602,42.1815605163574,67.0006103515625,14.1367902755737,9.22249984741211,1.3716,1.5961,10.4895,7.0919,11.2808,9.6911
"2011-01-28",0.544660747051239,21.244987487793,42.1947135925293,66.341926574707,13.9231491088867,8.55700016021729,1.371,1.5924,10.426,7.1002,11.2734,9.7209
"2011-01-31",0.548328399658203,21.2296829223633,41.4914588928223,67.2640914916992,13.7684535980225,8.48200035095215,1.3692,1.5891,10.5733,7.1817,11.3912,9.7789
"2011-02-01",0.560936391353607,21.4287433624268,41.3534278869629,67.9574813842773,13.8322954177856,8.60550022125244,1.3755,1.611,10.6516,7.1477,11.4735,9.8053
"2011-02-02",0.586381554603577,21.3904609680176,41.2679862976074,68.7063293457031,13.7168836593628,8.67650032043457,1.3803,1.6202,10.6155,7.1021,11.4973,9.8269
"2011-02-03",0.575377881526947,21.1684398651123,41.3402900695801,68.5953826904297,13.7316179275513,8.6855001449585,1.3745,1.6215,10.5847,7.1705,11.6273,9.8877
"2011-02-04",0.588444352149963,21.2603054046631,41.8069381713867,69.0530319213867,13.7586250305176,8.79650020599365,1.3631,1.6119,10.5283,7.27,11.7538,9.9148
"2011-02-07",0.563916385173798,21.5895099639893,42.4247245788574,69.6631774902344,13.7684535980225,8.82149982452393,1.3553,1.6104,10.5688,7.2498,11.7255,9.8652
"2011-02-08",0.547182381153107,21.6507568359375,42.4838943481445,69.76025390625,13.8445720672607,9.15299987792969,1.3635,1.6122,10.5474,7.2228,11.6598,9.8559
"2011-02-09",0.533886611461639,21.4134273529053,42.3195838928223,69.1917037963867,13.9305181503296,9.26500034332275,1.3647,1.606,10.6209,7.2164,11.6116,9.8515
"2011-02-10",0.523112654685974,21.0536022186279,42.4444427490234,69.7533187866211,13.6505842208862,9.3105001449585,1.3604,1.6056,10.5911,7.2748,11.6816,9.9287
"2011-02-11",0.538012802600861,20.8622055053711,42.543041229248,71.7918472290039,13.6751375198364,9.46249961853027,1.3524,1.5987,10.5469,7.2853,11.7039,9.8705
"2011-02-14",0.529760479927063,20.846887588501,42.4181632995605,71.5976715087891,13.4565868377686,9.52099990844727,1.344,1.6001,10.5504,7.2713,11.6555,9.8082
"2011-02-15",0.516923546791077,20.7621841430664,42.0106735229492,71.4173889160156,13.4934253692627,9.45149993896484,1.351,1.612,10.6475,7.2952,11.7135,9.847
"2011-02-16",0.535949647426605,20.8083934783936,41.9055213928223,71.7987747192383,13.3952016830444,9.33100032806396,1.351,1.6062,10.5678,7.3116,11.8119,9.9123
"2011-02-17",0.588673651218414,20.9547061920166,42.0632629394531,71.6670303344727,13.4443130493164,9.38799953460693,1.356,1.6117,10.6356,7.2195,11.6238,9.7857
"2011-02-18",0.587527513504028,20.8391952514648,42.2604370117188,73.4004135131836,13.599009513855,9.32499980926514,1.3627,1.6205,10.6537,7.1982,11.6622,9.7752
"2011-02-22",0.532052934169769,20.4772415161133,42.1092414855957,70.7309951782227,13.1791162490845,9.02099990844727,1.3667,1.615,10.6458,7.2105,11.6382,9.7688
"2011-02-23",0.506837129592896,20.4772415161133,42.1618537902832,69.3511428833008,13.0219497680664,8.83399963378906,1.3731,1.6244,10.6752,7.1257,11.5547,9.7772
"2011-02-24",0.519215762615204,20.6158618927002,41.4388809204102,69.7325210571289,12.7911291122437,8.88749980926514,1.3773,1.6155,10.5881,7.1221,11.5192,9.78
"2011-02-25",0.529989540576935,20.4464359283447,41.3008651733398,70.7240371704102,12.7076425552368,8.86200046539307,1.3762,1.6096,10.5606,7.026,11.3409,9.7162
"2011-02-28",0.51944488286972,20.4695339202881,41.4388809204102,71.3688735961914,12.7641181945801,8.66450023651123,1.3834,1.6234,10.6882,6.988,11.2654,9.6236
"2011-03-01",0.496292173862457,20.1460914611816,41.2351264953613,69.2402191162109,12.7862205505371,8.47200012207031,1.3825,1.6277,10.715,6.9409,11.3262,9.5965
"2011-03-02",0.475661098957062,20.0844802856445,41.0182495117188,70.0098571777344,12.7616605758667,8.60099983215332,1.3809,1.6316,10.7286,6.9789,11.3275,9.6079
"2011-03-03",0.478411883115768,20.1768970489502,41.1102600097656,72.2841262817383,12.7714815139771,8.63949966430664,1.385,1.6277,10.6987,6.8674,11.2055,9.511
"2011-03-04",0.475890338420868,19.9843692779541,40.768497467041,71.4451370239258,12.7862205505371,8.58349990844727,1.3957,1.629,10.6806,6.8892,11.1994,9.6121
"2011-03-07",0.469242602586746,19.8072395324707,40.5581932067871,70.8141479492188,12.7739391326904,8.45400047302246,1.4028,1.632,10.6385,6.8834,11.2175,9.6185
"2011-03-08",0.448153138160706,19.9535579681396,40.7816352844238,72.2008972167969,12.8770761489868,8.3444995880127,1.3898,1.6186,10.6126,6.8684,11.1158,9.5704
"2011-03-09",0.438754349946976,19.9381618499756,40.7487754821777,70.9736404418945,13.0242071151733,8.45250034332275,1.3928,1.6222,10.6331,6.9114,11.1588,9.5785
"2011-03-10",0.410787910223007,19.5685119628906,40.4135818481445,68.2209396362305,13.0192565917969,8.30700016021729,1.3817,1.6172,10.5477,6.8982,11.1272,9.5309
"2011-03-11",0.413767874240875,19.7764377593994,40.4135818481445,69.3511428833008,13.0044240951538,8.40349960327148,1.3773,1.5994,10.5287,6.9125,11.0939,9.5638
"2011-03-14",0.417206376791,19.784143447876,40.3215751647949,70.7933578491211,12.9376554489136,8.33650016784668,1.3948,1.6105,10.6215,6.8926,11.0601,9.5865
"2011-03-15",0.404827862977982,19.5531101226807,39.8680839538574,69.8573455810547,12.8733654022217,8.25399971008301,1.3884,1.6017,10.5582,6.8756,11.0488,9.5791
"2011-03-16",0.401847779750824,19.0910415649414,39.2568511962891,69.6146240234375,12.7052164077759,8.23499965667725,1.3951,1.6082,10.5325,6.985,11.2538,9.7601
"2011-03-17",0.409412562847137,19.0833396911621,39.7169151306152,71.500617980957,12.7027416229248,8.04850006103516,1.4004,1.6129,10.6129,7.0777,11.3763,9.8886
"2011-03-18",0.403910905122757,19.0987415313721,39.8286437988281,72.8457794189453,12.7398328781128,8.09099960327148,1.413,1.6161,10.6326,7.047,11.377,9.9268
"2011-03-22",0.400013834238052,19.4837951660156,40.0455322265625,74.0453109741211,12.8585252761841,8.13000011444092,1.4211,1.6376,10.7351,6.9031,11.2814,9.8314
"2011-03-23",0.408266216516495,19.668628692627,40.0323905944824,74.0245056152344,12.7695074081421,8.26599979400635,1.4136,1.627,10.6527,6.908,11.309,9.8027
"2011-03-24",0.440817475318909,19.8765525817871,40.1835403442383,75.1408157348633,13.0044240951538,8.55500030517578,1.4128,1.6183,10.5984,6.9302,11.2363,9.7581
"2011-03-25",0.427063494920731,19.7302360534668,40.0126724243164,75.640022277832,12.9450740814209,8.54899978637695,1.4115,1.6104,10.5466,6.8768,11.0795,9.742
"2011-03-28",0.442880660295486,19.5685119628906,39.8680839538574,75.8549957275391,12.9055128097534,8.46749973297119,1.4032,1.5977,10.5048,6.8772,10.9895,9.6794
"2011-03-29",0.439442008733749,19.6301212310791,40.2755584716797,76.6454544067383,12.9228200912476,8.73099994659424,1.4066,1.5985,10.4783,6.8629,10.9948,9.7021
"2011-03-30",0.422937333583832,19.7225227355957,40.7290534973145,77.3318710327148,12.9475545883179,8.9709997177124,1.409,1.6052,10.5293,6.8347,10.9646,9.6462
"2011-03-31",0.423166543245316,19.5531101226807,40.4858818054199,77.2070693969727,12.8708972930908,9.00650024414062,1.4207,1.6092,10.49,6.782,10.9383,9.6216
"2011-04-01",0.417206376791,19.6224174499512,40.8013763427734,78.4343414306641,12.8906803131104,9.00650024414062,1.4141,1.6046,10.496,6.7665,10.8433,9.579
